           1  -2.3158417847463239E+077  -2.3158417847463327E+077  -2.3158417847463152E+077  -3.7181416373583737E+074  -2.3121236431089743E+077   2.5412766794748128E-002   2.7305242521908125E-002  -9.4792683180693407E-004   2.9215797795820220E-002   7.2795200745224066E-304   6.9421922629237462E-309  -6.9310001915609212E-309   6.9421640225125571E-309   2.8044570676698968E-314   2.5246754502487698E-321   0.0000000000000000     
           2  -2.3158417847463239E+077  -2.3158417847463152E+077  -7.4303137057478008E+074  -2.3047052685411477E+077  -1.1136516205176252E+075  -2.3084114710405851E+077  -3.7530314976274882E-003   2.7164470622713772E-002  -8.5259153032703205E-004   2.9168891105143625E-002   7.2677636480163364E-304   6.8864530112356648E-309  -6.8975807540153972E-309   6.9310182954045649E-309   2.7999544428961681E-314   0.0000000000000000     
           3  -2.3158417847463239E+077  -1.1136525789459455E+075  -2.2973107243277134E+077  -2.2219402132616225E+075  -2.2936223826137074E+077  -1.8531060418610464E+075  -2.3047052589568647E+077  -3.5630752860546649E-003   2.7024381603533255E-002  -7.5755991176619519E-004   2.9122059724326636E-002   7.2560957386156119E-304   6.8309745147384550E-309  -6.8642507615462653E-309   6.9198904628918196E-309   0.0000000000000000     
           4  -2.3158417847463239E+077  -2.2899399530706365E+077  -3.3248839560715229E+075  -2.2789283286142000E+077  -3.6913456132123888E+075  -2.2825929451855997E+077  -2.5901831675696150E+075  -2.3010049972889094E+077  -3.3743301452723445E-003   2.6884973150826587E-002  -6.6283124673022914E-004   2.9075303532457394E-002   7.2444465591228845E-304   6.7757278752211463E-309  -6.8310379227982384E-309   0.0000000000000000     
           5  -2.3158417847463239E+077  -2.3415356862441568E+077  -2.2643288892700225E+077  -5.5147998576994166E+075  -2.2606937861693207E+077  -5.1512895476310189E+075  -2.2716167749853366E+077  -3.3248887251587057E+075  -2.2973106764831785E+077  -3.1867907297497763E-003   2.6746242957498927E-002  -5.6840480738425819E-004   2.9028622408818178E-002   7.2328160791990591E-304  -1.7697599033525777E-310   0.0000000000000000     
           6  -2.3158417847463239E+077  -2.2903959305787776E+077  -2.3668577827425296E+077  -2.2390063932403304E+077  -7.6835391505993026E+075  -2.2426062890052553E+077  -6.6018138466350969E+075  -2.2606936912470819E+077  -4.0572284298804673E+075  -2.2936222870014697E+077  -3.0004517126746566E-003   2.6608188722884576E-002  -4.7427986744958545E-004   2.8982016232885072E-002   7.2212719176223304E-304   0.0000000000000000     
           7  -2.3158417847463239E+077  -2.3410002658852310E+077  -2.2654014645448753E+077  -2.3918113264525265E+077  -2.2139702776146916E+077  -9.8312400048921540E+075  -2.2246650325704888E+077  -8.0429601936988514E+075  -2.2498235137093951E+077  -4.7872079847482488E+075  -2.2899398193208947E+077  -2.8153077858968090E-003   2.6470808152731048E-002  -3.8045570220058417E-004   2.8935484884327668E-002   0.0000000000000000     
           8  -2.3158417847463239E+077  -2.2910090870377535E+077  -2.3656294796574598E+077  -2.2408538313306415E+077  -2.4163995481551399E+077  -2.1892183677028538E+077  -1.1958039896950777E+076  -2.2068692157375209E+077  -9.4747701260946656E+075  -2.2390060626139804E+077  -5.5148330805611788E+075  -2.2862632639338544E+077  -2.6313536598720072E-003   2.6334098959183164E-002  -2.8693158846157529E-004   0.0000000000000000     
           9  -2.3158417847463239E+077  -2.3403113241061865E+077  -2.2667815891311428E+077  -2.3897355279319444E+077  -2.2167485094781032E+077  -2.4406256573165241E+077  -2.1647485014307620E+077  -1.4064075612289164E+076  -2.1892180407906156E+077  -1.0897285035333660E+076  -2.2282411587044355E+077  -6.2401093959287964E+075  -2.2825926113480144E+077  -2.4485840636059714E-003  -2.6445873282167978E-003   0.0000000000000000     
          10  -2.3158417847463239E+077  -2.2917716271143100E+077  -2.3641019129510430E+077  -2.2431514078528068E+077  -2.4133244617945745E+077  -2.1930810111818210E+077  -2.4644928422027147E+077  -2.1405585292803931E+077  -1.6149483248441919E+076  -2.1717107134135853E+077  -1.2310546167604890E+076  -2.2175286232250072E+077  -6.9630425972954258E+075  -2.2789278520862803E+077  -2.1662131140565283E-003   0.0000000000000000     
          11  -2.3158417847463239E+077  -2.3394776002793413E+077  -2.2684517629574665E+077  -2.3872234406922319E+077  -2.2201107329738472E+077  -2.4364022818865441E+077  -2.1698468820864532E+077  -2.4880042699938242E+077  -2.1166463142298323E+077  -1.8214398217832937E+076  -2.1543464426776185E+077  -1.3714594624213511E+076  -2.2068682779193471E+077  -7.6836383389646528E+075  -2.2752689766867737E+077   0.0000000000000000     
          12  -2.3158417847463239E+077  -2.2926739022297025E+077  -2.3622944033851749E+077  -2.2458700825763281E+077  -2.4096856957054872E+077  -2.1976518266749157E+077  -2.4589749387408022E+077  -2.1470417010853612E+077  -2.5111630868977074E+077  -2.0930097316935982E+077  -2.0258955250633856E+076  -2.1371244410291415E+077  -1.5109471362017607E+076  -2.1962599450292711E+077  -8.4019022631236988E+075   0.0000000000000000     
          13  -2.3158417847463239E+077  -2.3385096137922428E+077  -2.2703909214417381E+077  -2.3843067262080333E+077  -2.2240146119776237E+077  -2.4314983661425652E+077  -2.1757670230142853E+077  -2.4810483331166027E+077  -2.1246610801202406E+077  -2.5339724182631054E+077  -2.0696466694632118E+077  -2.2283288397611956E+076  -2.1200439242777243E+077  -1.6495217193863945E+076   8.2265392409337426E+075   0.0000000000000000     
          14  -2.3158417847463239E+077  -2.2937045639785549E+077  -2.3602296756983053E+077  -2.2489756984832776E+077  -2.4055289233327721E+077  -2.2028735116872492E+077  -2.4526710407374219E+077  -2.1544487273991896E+077  -2.5026283163321713E+077  -2.1027006639817803E+077  -2.5564353686922652E+077  -2.0465550276480157E+077  -2.4287531032967887E+076   1.6122344768653727E+076  -8.0404156217984394E+075   0.0000000000000000     
          15  -2.3158417847463239E+077  -2.3374194970703652E+077  -2.2725747697731172E+077  -2.3810219016931781E+077  -2.2284113166011486E+077  -2.4259751734677099E+077  -2.1824350755718391E+077  -2.4732132096069816E+077  -2.1336894160604353E+077  -2.5237206905954927E+077  -2.0811561301113484E+077  -2.5785550221530420E+077   2.3695940638840433E+076  -1.5729056485986501E+076   7.8441025269473457E+075   0.0000000000000000     
          16  -2.3158417847463239E+077  -2.2948507439191500E+077  -2.3579334986712341E+077  -2.2524295225545770E+077  -2.4009059380441012E+077  -2.2086810838662132E+077  -2.4456594811142695E+077  -2.1626877296689276E+077  -2.4931342650465211E+077  -2.1134816355302619E+077  -2.5443312093332313E+077   1.9703933911524576E+076  -2.4878169200335863E+077   1.5316553289141404E+076  -7.6381996686658347E+075   0.0000000000000000     
          17  -2.3158417847463239E+077  -2.3362208037754072E+077  -2.2749761668939178E+077  -2.3774097631806948E+077  -2.2332462941897119E+077  -2.4199011491856559E+077  -2.1897685308709765E+077  -2.4645956782235159E+077  -2.1436200310256213E+077  -2.5124435023197077E+077   1.5962075531892799E+076  -2.4448811649904682E+077   1.0469469898143202E+076  -2.4022996445127946E+077   7.4233330151531393E+075   0.0000000000000000     
          18  -2.3158417847463239E+077  -2.2960982565326437E+077  -2.3554342788068129E+077  -2.2561888562562899E+077  -2.3958738372675008E+077  -2.2150029038586300E+077  -2.4380266208203555E+077  -2.1716574084465891E+077  -2.4827974258396954E+077   1.2460013887310417E+076  -2.4045217996202803E+077   5.9001114993780672E+075  -2.3512454401203309E+077   1.7761319069359467E+075  -2.3218223290234643E+077   0.0000000000000000     
          19  -2.3158417847463239E+077  -2.3349282955907681E+077  -2.2775655523525023E+077  -2.3735147441826251E+077  -2.2384601264259180E+077  -2.4133508459862372E+077  -2.1976775139655287E+077  -2.4553011629912870E+077   9.1876976708259896E+075  -2.3666289132063060E+077   1.5964682946430013E+075  -2.3030611165359848E+077  -3.5605475091973849E+075  -2.2632083655136657E+077  -6.3956014422237455E+075   0.0000000000000000     
          20  -2.3158417847463239E+077  -2.2974318217467855E+077  -2.3527626148381895E+077  -2.2602077048891679E+077  -2.3904941279463359E+077  -2.2217617968405636E+077  -2.4298654980715628E+077   6.1353692093121721E+075  -2.3310959000338841E+077  -2.4530984960498362E+075  -2.2576196631374157E+077  -8.6005617271322051E+075  -2.2078071135537551E+077  -1.2443023487858115E+076   6.2042234935654850E+075   0.0000000000000000     
          21  -2.3158417847463239E+077  -2.3335577113740950E+077  -2.2803114084612370E+077  -2.3693842212942144E+077  -2.2439894573575726E+077  -2.4064037604005651E+077   3.2935579117405564E+075  -2.2978193833072422E+077  -6.2598654347002286E+075  -2.2147981231082008E+077  -1.3357314505498428E+076  -2.1554724746194326E+077  -1.8158189562512923E+076   1.2048901414665543E+076  -6.0075223911195248E+075   0.0000000000000000     
          22  -2.3158417847463239E+077  -2.2988353030868783E+077  -2.3499508209468134E+077  -2.2644374939632285E+077  -2.3848317691265182E+077   6.5307383576659198E+074  -2.2666991404849172E+077  -9.8347554963344953E+075  -2.1744774940310754E+077  -1.7843768278022883E+076  -2.1060632663687263E+077  -2.3556476358054741E+076   1.7550780117918539E+076  -1.1645200191289711E+076   5.8060426564187743E+075   0.0000000000000000     
          23  -2.3158417847463239E+077  -2.3321255227529445E+077  -2.2831807496005860E+077  -2.3650677789978845E+077  -1.7949986291694221E+075  -2.2376380300114917E+077  -1.3188346533548554E+076  -2.1365426304563809E+077  -2.2072455330571763E+076  -2.0594430948221321E+077  -2.8652728407922425E+076   2.2726015410521166E+076  -1.6930613390002427E+076   1.1233028081629691E+076  -5.6003376493126446E+075   0.0000000000000000     
