           1   3.5048453793683236E-086
           2   3.5048453793683236E-086
           3   3.5048453793683236E-086
           4   3.5048453793683236E-086
           5   3.5048453793683236E-086
           6   3.5048453793683236E-086
           7   3.5048453793683236E-086
           8   3.5048453793683236E-086
           9   3.5048453793683236E-086
          10   3.5048453793683236E-086
          11   3.5048453793683236E-086
          12   3.5048453793683236E-086
          13   3.5048453793683236E-086
          14   3.5048453793683236E-086
          15   3.5048453793683236E-086
          16   3.5048453793683236E-086
          17   3.5048453793683236E-086
          18   3.5048453793683236E-086
          19   3.5048453793683236E-086
          20   3.5048453793683236E-086
          21   3.5048453793683236E-086
          22   3.5048453793683236E-086
          23   3.5048453793683236E-086
          24   3.5048453793683236E-086
          25   3.5048453793683236E-086
          26   3.5048453793683236E-086
          27   3.5048453793683236E-086
          28   3.5048453793683236E-086
          29   3.5048453793683236E-086
          30   3.5048453793683236E-086
          31   3.5048453793683236E-086
          32   3.5048453793683236E-086
          33   3.5048453793683236E-086
          34   3.5048453793683236E-086
          35   3.5048453793683236E-086
          36   3.5048453793683236E-086
          37   3.5048453793683236E-086
          38   3.5048453793683236E-086
          39   3.5048453793683236E-086
          40   3.5048453793683236E-086
          41   3.5048453793683236E-086
          42   3.5048453793683236E-086
          43   3.5048453793683236E-086
          44   3.5048453793683236E-086
          45   3.5048453793683236E-086
          46   3.5048453793683236E-086
          47   3.5048453793683236E-086
          48   3.5048453793683236E-086
          49   3.5048453793683236E-086
          50   3.5048453793683236E-086
          51   3.5048453793683236E-086
          52   3.5048453793683236E-086
          53   3.5048453793683236E-086
          54   3.5048453793683236E-086
          55   3.5048453793683236E-086
          56   3.5048453793683236E-086
          57   3.5048453793683236E-086
          58   3.5048453793683236E-086
          59   3.5048453793683236E-086
          60   3.5048453793683236E-086
          61   3.5048453793683236E-086
          62   3.5048453793683236E-086
          63   3.5048453793683236E-086
          64   3.5048453793683236E-086
          65   3.5048453793683236E-086
          66   3.5048453793683236E-086
          67   3.5048453793683236E-086
          68   3.5048453793683236E-086
          69   3.5048453793683236E-086
          70   3.5048453793683236E-086
          71   3.5048453793683236E-086
          72   3.5048453793683236E-086
          73   3.5048453793683236E-086
          74   3.5048453793683236E-086
          75   3.5048453793683236E-086
          76   3.5048453793683236E-086
          77   3.5048453793683236E-086
          78   3.5048453793683236E-086
          79   3.5048453793683236E-086
          80   3.5048453793683236E-086
          81   3.5048453793683236E-086
          82   3.5048453793683236E-086
          83   3.5048453793683236E-086
          84   3.5048453793683236E-086
          85   3.5048453793683236E-086
          86   3.5048453793683236E-086
          87   3.5048453793683236E-086
          88   3.5048453793683236E-086
          89   3.5048453793683236E-086
          90   3.5048453793683236E-086
          91   3.5048453793683236E-086
          92   3.5048453793683236E-086
          93   3.5048453793683236E-086
          94   3.5048453793683236E-086
          95   3.5048453793683236E-086
          96   3.5048453793683236E-086
          97   3.5048453793683236E-086
          98   3.5048453793683236E-086
          99   3.5048453793683236E-086
         100   3.5048453793683236E-086
         101   3.5048453793683236E-086
         102   3.5048453793683236E-086
         103   3.5048453793683236E-086
         104   3.5048453793683236E-086
         105   3.5048453793683236E-086
         106   3.5048453793683236E-086
         107   3.5048453793683236E-086
         108   3.5048453793683236E-086
         109   3.5048453793683236E-086
         110   3.5048453793683236E-086
         111   3.5048453793683236E-086
         112   3.5048453793683236E-086
         113   3.5048453793683236E-086
         114   3.5048453793683236E-086
         115   3.5048453793683236E-086
         116   3.5048453793683236E-086
         117   3.5048453793683236E-086
         118   3.5048453793683236E-086
         119   3.5048453793683236E-086
         120   3.5048453793683236E-086
         121   3.5048453793683236E-086
         122   3.5048453793683236E-086
         123   3.5048453793683236E-086
         124   3.5048453793683236E-086
         125   3.5048453793683236E-086
         126   3.5048453793683236E-086
